"","id","values","ID","Functional","Treatmentb","STREETNAME","PlanActivi","From1","BeginningS","EndingStat","PavementWi","Length","To1","NPR","OCI","ExtendedCo","Route_ID","Inspection"
"500","500",3,"437","RT - Residential Local","PM","OLIVER ST","(PM) Pavement Patching","FRANKLIN ST",0,1128,26.5,1128,"CROSS ST",54.82,51.84,66260.53,437,"2012/09/19"
"501","501",9,"435","RT - Residential Local","RM","OAKLAND AVE","(RM) Crack Seal","MARSHALL ST",0,475,25.5,475,"SCHOOL ST",49.39,69.47,2032.2,435,"2012/09/24"
"502","502",5,"78","RT - Residential Local","PM","BROWNING RD","(PM) Pavement Patching","SYCAMORE ST",0,722,26,722,"CENTRAL ST",51.42,62.9,41611.31,78,"2012/09/28"
"503","503",3,"86","RT - Residential Local","SI","CALVIN ST","(SI) 2"" Mill & Overlay Local w/ramps","WASHINGTON ST",0,722,23,722,"BEACON ST",58.09,41.22,152812.01,86,"2012/06/26"
"504","504",7,"486","RT - Residential Local","DN","PURITAN RD","Do Nothing","TEN HILLS RD",0,1387,26.5,1387,"SHORE DR",42.51,91.84,0,486,"2012/09/20"
"505","505",8,"485.1","AR - Arterial","DN","PROSPECT ST","Do Nothing","WEBSTER AVE",1060,2088,33.5,1028,"CAMBRIDGE TOWNLINE",57.72,92.42,0,485,"2012/10/16"
"506","506",4,"485","AR - Arterial","RM","PROSPECT ST","(RM) Crack Seal","WASHINGTON ST",0,1060,36,1060,"WEBSTER AVE",60.74,82.6,6402.4,485,"2012/10/16"
"507","507",10,"483","RT - Residential Local","PM","PROSPECT HILL PKWY","(PM) Pavement Patching","COLUMBUS AVE",0,556,26,556,"MUNROE ST",53.37,56.56,32044.09,483,"2012/09/12"
"508","508",2,"564","RT - Residential Local","SI","TREMONT ST","(SI) 2"" Mill & Overlay Local w/ramps","CAMBRIDGE TOWNLINE",0,619,26.5,619,"WEBSTER AVE",58.88,38.65,150948.56,564,"2012/09/12"
"509","509",4,"574","RT - Residential Local","PM","VERMONT AVE","(PM) Pavement Patching","PENNSYLVANIA AVE",0,305,25,305,"NEW HAMPSHIRE AVE",55.19,50.64,16902.04,574,"2012/09/20"
"510","510",1,"619","RT - Residential Local","SI","WHITMAN ST","(SI) 2"" Mill & Overlay Local w/ramps","MASON ST",0,683,26.5,683,"PACKARD AVE",56.32,46.96,166555.99,619,"2014/11/18"
"511","511",3,"624.1","CO - Collector","DN","WILLOW AVE","Do Nothing","HIGHLAND ST",1125,3588,33.5,2463,"BROADWAY (E)",52.7,96.23,0,624,"2014/10/24"
"512","512",4,"652","CO - Collector","SI","POWDER HOUSE BLVD","(SI) 3"" Mill & Overlay Art/Col w/ramps","POWDER HOUSE ROTARY",0,1477,40,1477,"MASON ST",70.88,39.64,644890.59,652,"2014/11/04"
"513","513",9,"654","CO - Collector","PM","VINAL AVE","(PM) Pavement Patching","SUMMER ST",0,1483,29.5,1483,"HIGHLAND AVE",61.42,67.89,96975.75,654,"2012/08/30"
"514","514",9,"98.1","CO - Collector","RM","CENTRAL ST","(RM) Crack Seal","SUMMER ST",1080,4882,26.5,3802,"BROADWAY (E)",57.32,81.2,16904.12,98,"2012/08/30"
"515","515",2,"985","RT - Residential Local","DN","NEW RD","Do Nothing","MIDDLESEX AVE",0,680,48,680,"ASSEMBLY SQUARE DR",37.01,94.73,0,985,"2012/12/12"
"516","516",9,"433.1","RT - Residential Local","SI","OAK ST","(SI) 2"" Mill & Overlay Local w/ramps","550' N OF CAMBRIDGE TOWNLINE",687,1254,20,567,"CAMBRIDGE TOWNLINE",61.33,30.67,104353.2,433,"2012/09/12"
"517","517",4,"433","RT - Residential Local","BR","OAK ST","(BR) Recon/Reclaim Local w/ramps","PROSPECT ST",0,687,26.5,687,"550' N OF CAMBRIDGE TOWNLINE",64.38,20.78,304941.62,433,"2012/09/12"
"518","518",2,"432","RT - Residential Local","RM","NORWOOD AVE","(RM) Crack Seal","MEDFORD ST",0,429,26.5,429,"BROADWAY (E)",48.1,73.67,1907.39,432,"2012/10/17"
"519","519",7,"67","CO - Collector","DN","BOW ST","Do Nothing","WASHINGTON ST",0,1583,37,1583,"CHURCH ST",55.25,92.93,0,67,"2012/09/25"
"520","520",3,"71","RE - Residential Dead End","RM","BRADFORD AVE","(RM) Crack Seal","SCHOOL ST",0,162,27,162,"DEAD END",36.51,68.85,733.86,71,"2012/09/24"
"521","521",2,"482","RT - Residential Local","PM","PROSPECT HILL AVE","(PM) Pavement Patching","MEDFORD ST",0,645,26.5,645,"MUNROE ST",53.71,55.44,37888.44,482,"2012/09/12"
"522","522",4,"481","RT - Residential Local","RM","PROFESSORS ROW","(RM) Crack Seal","COLLEGE AVE",0,2050,28,2050,"CURTIS ST",48.94,70.94,9630.45,481,"2014/11/19"
"523","523",7,"478","RT - Residential Local","RM","PRINCETON ST","(RM) Crack Seal","ALPINE ST",0,676,26.5,676,"LOWELL ST",45.91,80.8,3005.56,478,"2012/09/14"
"524","524",3,"477","RT - Residential Local","RM","PRICHARD AVE","(RM) Crack Seal","MORRISON AVE",0,1210,26.5,1210,"BOSTON AVE (S)",44.82,84.32,5379.8,477,"2014/10/24"
"525","525",10,"554","RT - Residential Local","PM","TEMPLE RD","(PM) Pavement Patching","BAILEY RD",0,1234,27,1234,"SHORE DR",56.22,47.28,73854.9,554,"2012/09/20"
"526","526",2,"559","RE - Residential Dead End","SI","THORPE ST","(SI) 2"" Mill & Overlay Local w/ramps","HIGHLAND AVE",0,477,20.5,477,"DEAD END",50.06,24.8,89983.93,559,"2012/09/12"
"527","527",1,"607","RT - Residential Local","SI","WEST ADAMS ST","(SI) 2"" Mill & Overlay Local w/ramps","MEDFORD TOWNLINE",0,729,26.5,729,"CONWELL AVE",57.96,41.64,177773.13,607,"2014/11/18"
"528","528",7,"613","RT - Residential Local","SI","WHEATLAND ST","(SI) 2"" Mill & Overlay Local w/ramps","BROADWAY (W)",0,611,27,611,"JAQUES ST",63.91,22.28,151809.06,613,"2012/10/04"
"529","529",3,"644.1","CO - Collector","RM","BOSTON AVE (S)","(RM) Crack Seal","150' S OF PRICHARD AVE",1114,2219,33,1105,"MEDFORD TOWNLINE",56.87,82.68,6118.02,644,"2014/11/25"
"530","530",6,"648.1","CO - Collector","SI","MIDDLESEX AVE","(SI) 3"" Mill & Overlay Art/Col w/ramps","FOLEY ST",723,2118,60.5,1395,"FELLSWAY WEST",72.46,34.52,921245.6,648,"2012/10/17"
"531","531",9,"430","CO - Collector","SI","NORTH ST","(SI) 3"" Mill & Overlay Art/Col w/ramps","BROADWAY (E)",0,2642,26.5,2642,"MEDFORD TOWNLINE",70.86,37.2,764230.57,430,"2014/11/18"
"532","532",3,"427.1","CO - Collector","RM","NEWTON ST","(RM) Crack Seal","WEBSTER AVE",548,1757,28,1209,"MARION ST",58.03,78.9,5679.61,427,"2012/10/16"
"533","533",1,"660.1","CO - Collector","PM","COLLEGE AVE","(PM) Pavement Patching","BROADWAY",2464,4017,40,1553,"MEDFORD TOWNLINE",63.71,65.44,137699.29,660,"2014/11/25"
"534","534",4,"665","RT - Residential Local","BR","PROPERZI WAY (S)","(BR) Recon/Reclaim Local w/ramps","HANSON ST",0,681,20,681,"BEACON ST",66.49,13.92,228134.5,665,"2012/09/25"
"535","535",8,"476","RT - Residential Local","PM","PRESTON RD","(PM) Pavement Patching","SCHOOL ST",0,845,26,845,"SUMMER ST",54.89,51.6,48700.14,476,"2012/08/29"
"536","536",10,"475","RT - Residential Local","PM","PRESCOTT ST","(PM) Pavement Patching","SUMMER ST",0,1163,33,1163,"HIGHLAND AVE",55.95,48.16,85073.38,475,"2012/06/26"
"537","537",3,"472","RT - Residential Local","SI","POWDERHOUSE TER","(SI) 2"" Mill & Overlay Local w/ramps","KIDDER AVE",0,625,26.5,625,"LIBERTY AVE",57.8,42.16,152411.99,472,"2014/11/12"
"538","538",9,"471.1","RT - Residential Local","BR","PORTER ST","(BR) Recon/Reclaim Local w/ramps","SUMMER ST",1265,2109,26,844,"HIGHLAND AVE",66.64,13.41,367561.67,471,"2012/07/02"
"539","539",6,"542.3","CO - Collector","PM","SUMMER ST","(PM) Pavement Patching","WILLOW AVE",6856,8097,30,1241,"ELM ST",63.51,66.09,82526.57,542,"2012/09/24"
"540","540",4,"547","RT - Residential Local","SI","SYCAMORE ST","(SI) 2"" Mill & Overlay Local w/ramps","HIGHLAND AVE",0,532,23.5,532,"MONTROSE ST",60.33,33.92,115046.09,547,"2012/09/19"
"541","541",5,"587","RE - Residential Dead End","PM","WALNUT RD","(PM) Pavement Patching","WALNUT ST",0,369,26,369,"DEAD END",40.71,55.2,21266.7,587,"2012/10/15"
"542","542",10,"59","RT - Residential Local","SI","BILLINGHAM ST","(SI) 2"" Mill & Overlay Local w/ramps","WILLIAM ST",0,628,26,628,"BROADWAY (E)",59.78,35.7,150253.7,59,"2014/11/12"
"543","543",7,"597","AR - Arterial","RM","WASHINGTON ST (W)","(RM) Crack Seal","BOSTON TOWNLINE",0,2540,58,2540,"MEDFORD ST",60.94,86.93,24717.02,597,"2012/10/17"
"544","544",9,"602.1","CO - Collector","SI","WEBSTER AVE","(SI) 3"" Mill & Overlay Art/Col w/ramps","PROSPECT ST",976,1977,34,1001,"CAMBRIDGE TOWNLINE",69.78,40.72,371500.45,602,"2012/10/16"
"545","545",6,"634","RT - Residential Local","DN","WINTER ST","Do Nothing","COLLEGE AVE",0,473,20,473,"HOLLAND ST",40.18,99.43,0,634,"2014/11/12"
"546","546",8,"640","RT - Residential Local","DN","WYATT ST","Do Nothing","CONCORD AVE",0,548,27,548,"LINCOLN PKWY",40.1,99.69,0,640,"2012/09/14"
"547","547",7,"658","AR - Arterial","SI","BROADWAY (E)","(SI) 3"" Mill & Overlay Art/Col w/ramps","CENTRAL ST",0,1394,36,1394,"SCHOOL ST",76.11,37.64,547786.24,658,"2012/10/19"
"548","548",8,"994","RT - Residential Local","PM","BAILEY ST","(PM) Pavement Patching","WEST ADAMS ST",0,466,26.5,466,"NORTH ST",53.29,56.8,27373.59,994,"2014/11/18"
"549","549",8,"999","RE - Residential Dead End","PM","CAPEN ST","(PM) Pavement Patching","MYSTIC VALLEY PKWY",0,228,23.5,228,"END OF PUBLIC WAY",38.23,63.25,11876.83,999,"2014/11/18"
"550","550",7,"427","CO - Collector","RM","NEWTON ST","(RM) Crack Seal","PROSPECT ST",0,548,19.5,548,"WEBSTER AVE",57.77,79.74,1792.87,427,"2012/10/16"
"551","551",5,"425","RT - Residential Local","PM","NEWBURY ST","(PM) Pavement Patching","HOLLAND ST",0,1293,26.5,1293,"CAMBRIDGE TOWNLINE",53.64,55.68,75953.04,425,"2014/11/25"
"552","552",5,"658.4","AR - Arterial","DN","BROADWAY (E)","Do Nothing","MCGRATH HWY",3456,5103,34,1647,"CUTTER ST",56.99,99.79,0,658,"2012/11/05"
"553","553",3,"84","RE - Residential Dead End","RM","CADY AVE","(RM) Crack Seal","SIMPSON AVE",0,222,26,222,"DEAD END",33.14,79.8,968.41,84,"2014/11/18"
"554","554",5,"92","RT - Residential Local","RM","CARLTON ST","(RM) Crack Seal","SOMERVILLE AVE",0,348,26.5,348,"LAKE ST",45.86,80.95,1547.25,92,"2012/09/14"
"555","555",10,"471","RT - Residential Local","SI","PORTER ST","(SI) 2"" Mill & Overlay Local w/ramps","ELM ST",0,1265,30,1265,"SUMMER ST",58.07,41.26,349224.61,471,"2012/07/02"
"556","556",10,"47","RT - Residential Local","RM","BELKNAP ST","(RM) Crack Seal","BROADWAY (E)",0,503,26.5,503,"HAMILTON RD",43.88,87.4,2236.4,47,"2014/11/18"
"557","557",2,"469","RT - Residential Local","SI","POPLAR ST","(SI) 2"" Mill & Overlay Local w/ramps","JOY ST",0,591,42.5,591,"McGRATH HWY",61.22,31.04,231136.54,469,"2012/09/19"
"558","558",9,"573","RT - Residential Local","SI","UPLAND RD","(SI) 2"" Mill & Overlay Local w/ramps","CURTIS ST",0,693,26.5,693,"HILLSDALE RD",58.07,41.26,168994.21,573,"2014/11/04"
"559","559",9,"581","RT - Residential Local","DN","VIRGINIA ST","Do Nothing","ALDRICH ST",0,439,26,439,"JASPER ST",40.18,99.4,0,581,"2012/09/19"
"560","560",4,"624","CO - Collector","DN","WILLOW AVE","Do Nothing","CAMBRIDGE TOWNLINE",0,1125,33,1125,"HIGHLAND ST",53.08,94.98,0,624,"2014/10/24"
"561","561",10,"628","RT - Residential Local","SI","WINDOM ST","(SI) 2"" Mill & Overlay Local w/ramps","ELM ST",0,353,26.5,353,"SUMMER ST",59.45,36.8,86082.28,628,"2014/11/25"
"562","562",6,"653","RE - Residential Dead End","BR","RUFO RD","(BR) Recon/Reclaim Local w/ramps","CAMBRIDGE TOWNLINE",0,881,40,881,"McGRATH HWY",56.26,4.65,590270.67,653,"2012/11/05"
"563","563",6,"657.1","AR - Arterial","DN","BROADWAY (W)","Do Nothing","CROSS ST EAST",2161,3007,40,846,"McGRATH HWY",56.99,99.79,0,657,"2012/10/19"
"565","565",10,"989","RT - Residential Local","PM","MALVERN AVE","(PM) Pavement Patching","CAMERON AVE",0,462,26.5,462,"YORKTOWN ST",51.72,61.92,27138.58,989,"2014/11/25"
"566","566",3,"424","RE - Residential Dead End","PM","NEWBERNE ST","(PM) Pavement Patching","APPLETON ST",0,215,26,215,"MORRISON AVE",39.27,59.88,12391.14,424,"2014/11/18"
"567","567",3,"7","RT - Residential Local","SI","ADRIAN ST","(SI) 2"" Mill & Overlay Local w/ramps","JOSEPH ST",0,620,27,620,"MARION ST",57.8,42.16,154045.2,7,"2012/09/14"
"568","568",3,"77","RT - Residential Local","PM","BROOK ST","(PM) Pavement Patching","GLEN ST",0,547,26,547,"CROSS ST",49.96,67.64,31525.39,77,"2012/10/03"
